gender,age,marital_status,highest_qualification,nationality,ethnicity,gross_income,region,smoke,amt_weekends,amt_weekdays,type
Male,68.0,Widowed,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,Yes,18.0,18.0,Packets
Male,73.0,Married,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Female,34.0,Married,A Levels,English,White,"15,600 to 20,800",Midlands & East Anglia,No,,,
Female,36.0,Divorced,No Qualification,English,White,"10,400 to 15,600",Midlands & East Anglia,Yes,15.0,15.0,Hand-Rolled
Female,16.0,Single,No Qualification,English,White,"Under 2,600",Midlands & East Anglia,No,,,
Male,72.0,Widowed,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Female,66.0,Married,Higher/Sub Degree,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Female,41.0,Married,No Qualification,English,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
Female,49.0,Married,Other/Sub Degree,English,White,"10,400 to 15,600",Midlands & East Anglia,Yes,20.0,15.0,Packets
Male,42.0,Single,No Qualification,British,White,"20,800 to 28,600",Midlands & East Anglia,No,,,
Female,54.0,Separated,GCSE/CSE,English,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
Male,,Married,Higher/Sub Degree,British,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
Female,29.0,Married,GCSE/CSE,British,Asian,"20,800 to 28,600",Midlands & East Anglia,No,,,
Male,43.0,Married,No Qualification,British,Asian,Refused,Midlands & East Anglia,Yes,5.0,10.0,Packets
Female,19.0,Single,A Levels,Refused,Chinese,Refused,Midlands & East Anglia,No,,,
Male,,Married,Higher/Sub Degree,English,White,"28,600 to 36,400",Midlands & East Anglia,No,,,
Male,27.0,Single,Degree,English,White,"20,800 to 28,600",Midlands & East Anglia,Yes,10.0,10.0,Packets
Male,,Married,No Qualification,English,White,"20,800 to 28,600",Midlands & East Anglia,No,,,
Female,80.0,Widowed,GCSE/O Level,English,White,"15,600 to 20,800",Midlands & East Anglia,No,,,
Male,85.0,Widowed,No Qualification,English,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
Male,65.0,Married,No Qualification,English,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
Female,88.0,Widowed,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Female,76.0,Widowed,No Qualification,English,White,Unknown,Midlands & East Anglia,No,,,
Male,81.0,Married,GCSE/O Level,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Female,44.0,Separated,Degree,British,White,"5,200 to 10,400",Midlands & East Anglia,Yes,1.0,1.0,Packets
Female,34.0,Married,Other/Sub Degree,English,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
Female,55.0,Married,Higher/Sub Degree,English,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
Male,77.0,Widowed,No Qualification,English,White,Refused,Midlands & East Anglia,No,,,
Female,,Married,Degree,Refused,Chinese,Refused,Midlands & East Anglia,No,,,
Male,82.0,Single,No Qualification,British,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Female,77.0,Widowed,Higher/Sub Degree,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Male,19.0,Single,GCSE/O Level,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Female,70.0,Widowed,Other/Sub Degree,British,White,Refused,Midlands & East Anglia,No,,,
Female,74.0,Widowed,No Qualification,British,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Female,57.0,Married,Other/Sub Degree,British,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
Female,,Divorced,GCSE/CSE,English,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
Female,38.0,Single,Degree,British,White,Refused,Midlands & East Anglia,No,,,
Male,43.0,Married,Degree,British,White,"Above 36,400",Midlands & East Anglia,No,,,
Female,57.0,Separated,No Qualification,Welsh,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
Female,54.0,Divorced,GCSE/O Level,Unknown,Chinese,"2,600 to 5,200",Midlands & East Anglia,Yes,20.0,20.0,Both/Mainly Packets
Male,17.0,Single,GCSE/O Level,English,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
Male,60.0,Married,No Qualification,British,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
Female,50.0,Married,No Qualification,British,White,"Under 2,600",Midlands & East Anglia,No,,,
Female,24.0,Single,GCSE/CSE,British,White,"10,400 to 15,600",Midlands & East Anglia,Yes,8.0,2.0,Packets
Female,78.0,Widowed,No Qualification,British,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
Male,60.0,Single,Other/Sub Degree,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Female,85.0,Widowed,Other/Sub Degree,English,White,"5,200 to 10,400",Midlands & East Anglia,Yes,6.0,6.0,Packets
Male,59.0,Married,No Qualification,English,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
Male,65.0,Married,Degree,English,White,"Above 36,400",Midlands & East Anglia,No,,,
Female,55.0,Married,Other/Sub Degree,English,White,Refused,Midlands & East Anglia,No,,,
Female,32.0,Married,ONC/BTEC,British,White,"15,600 to 20,800",Midlands & East Anglia,No,,,
Male,41.0,Single,Higher/Sub Degree,English,Mixed,"Under 2,600",Midlands & East Anglia,No,,,
Female,31.0,Single,Higher/Sub Degree,British,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
Male,45.0,Married,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,Yes,20.0,20.0,Both/Mainly Packets
Female,30.0,Single,Degree,British,White,"20,800 to 28,600",Midlands & East Anglia,No,,,
Female,19.0,Single,A Levels,English,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
Female,76.0,Widowed,GCSE/O Level,British,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Male,73.0,Married,No Qualification,British,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
Male,19.0,Single,GCSE/O Level,English,White,Refused,Midlands & East Anglia,Yes,5.0,2.0,Packets
Male,34.0,Married,Degree,English,White,"28,600 to 36,400",Midlands & East Anglia,No,,,
Female,59.0,Married,No Qualification,British,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Female,22.0,Single,GCSE/CSE,English,White,"5,200 to 10,400",Midlands & East Anglia,Yes,40.0,10.0,Packets
Female,27.0,Single,Degree,British,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
Female,45.0,Married,A Levels,British,White,"15,600 to 20,800",Midlands & East Anglia,No,,,
Female,69.0,Widowed,Other/Sub Degree,Other,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
Male,76.0,Married,Degree,Other,White,"Above 36,400",Midlands & East Anglia,No,,,
Female,54.0,Married,Degree,British,White,"28,600 to 36,400",Midlands & East Anglia,No,,,
Male,72.0,Married,Degree,British,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Female,89.0,Widowed,No Qualification,English,White,,Midlands & East Anglia,No,,,
Female,78.0,Widowed,No Qualification,Refused,Refused,Refused,Midlands & East Anglia,Yes,6.0,6.0,Packets
Female,60.0,Married,GCSE/O Level,English,White,Refused,Midlands & East Anglia,No,,,
Female,39.0,Married,A Levels,British,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
Male,28.0,Single,GCSE/O Level,British,White,"5,200 to 10,400",Midlands & East Anglia,Yes,5.0,5.0,Both/Mainly Packets
Male,23.0,Single,GCSE/CSE,English,White,"Under 2,600",Midlands & East Anglia,Yes,30.0,10.0,Both/Mainly Packets
Male,26.0,Single,A Levels,British,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
Female,52.0,Married,Other/Sub Degree,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Female,54.0,Married,Other/Sub Degree,English,White,,Midlands & East Anglia,No,,,
Male,20.0,Single,A Levels,British,White,"10,400 to 15,600",Midlands & East Anglia,Yes,10.0,10.0,Packets
Female,59.0,Married,Other/Sub Degree,English,White,Refused,Midlands & East Anglia,No,,,
Male,30.0,Married,ONC/BTEC,British,White,"15,600 to 20,800",Midlands & East Anglia,No,,,
Male,41.0,Married,GCSE/O Level,Scottish,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
Female,26.0,Single,GCSE/O Level,English,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
Female,27.0,Married,GCSE/O Level,Welsh,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
Male,49.0,Married,No Qualification,Refused,Refused,Refused,Midlands & East Anglia,Yes,20.0,20.0,Packets
Male,29.0,Single,ONC/BTEC,English,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
Female,36.0,Divorced,GCSE/O Level,British,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
Male,43.0,Divorced,GCSE/CSE,English,White,,Midlands & East Anglia,No,,,
Male,29.0,Single,ONC/BTEC,English,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
Female,34.0,Separated,GCSE/O Level,English,White,"5,200 to 10,400",Midlands & East Anglia,Yes,15.0,10.0,Packets
Female,81.0,Married,No Qualification,Refused,Chinese,Refused,Midlands & East Anglia,No,,,
Female,30.0,Single,GCSE/O Level,British,White,"10,400 to 15,600",Midlands & East Anglia,Yes,5.0,10.0,Hand-Rolled
Male,,Single,Degree,English,White,"20,800 to 28,600",Midlands & East Anglia,Yes,20.0,20.0,Packets
Male,59.0,Divorced,No Qualification,English,White,"10,400 to 15,600",Midlands & East Anglia,Yes,35.0,35.0,Packets
Female,44.0,Widowed,No Qualification,British,Asian,"2,600 to 5,200",Midlands & East Anglia,No,,,
Male,64.0,Married,GCSE/O Level,Refused,Chinese,Refused,Midlands & East Anglia,No,,,
Female,35.0,Married,A Levels,Refused,Chinese,Refused,Midlands & East Anglia,No,,,
Male,40.0,Single,GCSE/O Level,English,White,"15,600 to 20,800",Midlands & East Anglia,No,,,
Female,65.0,Single,A Levels,Other,Black,"10,400 to 15,600",Midlands & East Anglia,No,,,
Female,17.0,Single,GCSE/O Level,British,Asian,Refused,Midlands & East Anglia,No,,,
Male,72.0,Married,No Qualification,Other,Black,"15,600 to 20,800",Midlands & East Anglia,No,,,
Female,29.0,Married,Degree,British,Black,"Under 2,600",Midlands & East Anglia,No,,,
Male,,Married,No Qualification,British,Asian,"28,600 to 36,400",Midlands & East Anglia,No,,,
Male,70.0,Widowed,No Qualification,British,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Male,73.0,Married,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Male,46.0,Single,GCSE/O Level,British,White,"20,800 to 28,600",Midlands & East Anglia,No,,,
Male,59.0,Married,ONC/BTEC,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Female,77.0,Widowed,No Qualification,British,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
Female,42.0,Married,GCSE/O Level,British,White,"10,400 to 15,600",Midlands & East Anglia,Yes,20.0,20.0,Packets
Male,41.0,Married,GCSE/O Level,British,White,"20,800 to 28,600",Midlands & East Anglia,No,,,
Male,49.0,Married,A Levels,British,White,"15,600 to 20,800",Midlands & East Anglia,Yes,20.0,15.0,Packets
Male,67.0,Single,Degree,English,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
Female,65.0,Single,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Male,40.0,Single,No Qualification,English,White,"15,600 to 20,800",Midlands & East Anglia,No,,,
Male,49.0,Separated,GCSE/O Level,English,White,"28,600 to 36,400",Midlands & East Anglia,No,,,
Male,34.0,Single,GCSE/CSE,English,White,"15,600 to 20,800",Midlands & East Anglia,No,,,
Female,64.0,Married,No Qualification,English,White,"Under 2,600",Midlands & East Anglia,No,,,
Female,44.0,Widowed,Degree,Other,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
Female,72.0,Widowed,No Qualification,English,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
Male,32.0,Married,A Levels,English,White,"20,800 to 28,600",Midlands & East Anglia,Yes,20.0,20.0,Packets
Female,53.0,Married,No Qualification,British,White,Refused,Midlands & East Anglia,No,,,
Female,50.0,Married,A Levels,British,White,"15,600 to 20,800",Midlands & East Anglia,No,,,
Female,63.0,Divorced,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Female,57.0,Married,Degree,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Male,40.0,Married,Degree,English,White,Refused,Midlands & East Anglia,No,,,
Female,88.0,Divorced,Other/Sub Degree,English,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
Male,57.0,Married,Degree,British,White,"Above 36,400",Midlands & East Anglia,No,,,
Female,54.0,Married,Degree,British,White,,Midlands & East Anglia,No,,,
Female,58.0,Widowed,No Qualification,English,White,"20,800 to 28,600",Midlands & East Anglia,No,,,
Female,77.0,Divorced,Higher/Sub Degree,British,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Female,45.0,Divorced,GCSE/CSE,Other,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
Female,31.0,Single,GCSE/O Level,British,White,"Under 2,600",Midlands & East Anglia,No,,,
Male,31.0,Married,ONC/BTEC,English,White,"20,800 to 28,600",Midlands & East Anglia,No,,,
Male,80.0,Widowed,Degree,British,White,"28,600 to 36,400",Midlands & East Anglia,No,,,
Male,67.0,Widowed,Degree,English,White,"20,800 to 28,600",Midlands & East Anglia,Yes,30.0,30.0,Packets
Male,40.0,Single,GCSE/O Level,English,White,Refused,Midlands & East Anglia,Yes,20.0,10.0,Packets
Female,70.0,Widowed,No Qualification,English,White,Refused,Midlands & East Anglia,No,,,
Female,28.0,Single,GCSE/CSE,English,White,"Under 2,600",Midlands & East Anglia,Yes,30.0,10.0,Packets
Male,30.0,Married,GCSE/CSE,Other,White,"Above 36,400",Midlands & East Anglia,No,,,
Female,70.0,Divorced,Other/Sub Degree,English,White,Refused,Midlands & East Anglia,No,,,
Male,57.0,Married,Degree,British,White,"Above 36,400",Midlands & East Anglia,No,,,
Female,76.0,Widowed,GCSE/O Level,English,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
Female,89.0,Widowed,No Qualification,English,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
Male,81.0,Married,No Qualification,British,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
Female,30.0,Single,ONC/BTEC,British,White,"15,600 to 20,800",Midlands & East Anglia,No,,,
Female,39.0,Single,Higher/Sub Degree,British,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Female,73.0,Married,No Qualification,English,White,"Under 2,600",Midlands & East Anglia,Yes,15.0,15.0,Packets
Female,39.0,Married,A Levels,Other,White,Refused,Midlands & East Anglia,No,,,
Female,76.0,Widowed,No Qualification,English,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
Male,62.0,Single,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Female,66.0,Married,A Levels,English,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
Female,53.0,Separated,Degree,British,White,"28,600 to 36,400",Midlands & East Anglia,No,,,
Male,60.0,Married,Degree,British,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
Female,36.0,Married,GCSE/O Level,British,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
Female,40.0,Single,GCSE/CSE,British,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
Female,57.0,Separated,No Qualification,English,White,"28,600 to 36,400",Midlands & East Anglia,Yes,15.0,15.0,Packets
Male,16.0,Single,No Qualification,English,White,"Under 2,600",Midlands & East Anglia,Yes,25.0,20.0,Hand-Rolled
Female,25.0,Single,GCSE/O Level,English,White,"15,600 to 20,800",Midlands & East Anglia,No,,,
Male,58.0,Single,No Qualification,English,White,"15,600 to 20,800",Midlands & East Anglia,No,,,
Female,49.0,Divorced,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Female,48.0,Single,Degree,English,White,"15,600 to 20,800",Midlands & East Anglia,No,,,
Female,76.0,Widowed,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Male,88.0,Widowed,No Qualification,English,White,,Midlands & East Anglia,No,,,
Male,35.0,Married,A Levels,British,Chinese,"10,400 to 15,600",Midlands & East Anglia,No,,,
Male,43.0,Married,Degree,British,Black,"20,800 to 28,600",Midlands & East Anglia,No,,,
Female,69.0,Widowed,No Qualification,English,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
Female,64.0,Widowed,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,Yes,20.0,20.0,Packets
Female,40.0,Divorced,GCSE/O Level,English,White,"10,400 to 15,600",Midlands & East Anglia,Yes,20.0,20.0,Packets
Male,78.0,Married,Degree,British,White,Refused,Midlands & East Anglia,No,,,
Male,58.0,Married,Degree,British,White,"Above 36,400",Midlands & East Anglia,No,,,
Female,34.0,Married,Degree,British,White,"Under 2,600",Midlands & East Anglia,Yes,3.0,0.0,Packets
Female,46.0,Married,Degree,British,Mixed,"20,800 to 28,600",Midlands & East Anglia,No,,,
Female,65.0,Married,No Qualification,English,White,"20,800 to 28,600",Midlands & East Anglia,No,,,
Female,34.0,Single,GCSE/O Level,British,White,"10,400 to 15,600",Midlands & East Anglia,Yes,20.0,10.0,Both/Mainly Packets
Female,,Separated,GCSE/CSE,British,Asian,"5,200 to 10,400",Midlands & East Anglia,No,,,
Male,79.0,Married,No Qualification,English,White,Refused,Midlands & East Anglia,No,,,
Male,36.0,Married,No Qualification,British,Asian,"10,400 to 15,600",Midlands & East Anglia,No,,,
Female,39.0,Married,No Qualification,Other,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
Male,24.0,Married,GCSE/CSE,English,White,"15,600 to 20,800",Midlands & East Anglia,No,,,
Female,28.0,Single,Other/Sub Degree,English,White,"2,600 to 5,200",Midlands & East Anglia,Yes,20.0,10.0,Both/Mainly Packets
Female,26.0,Single,A Levels,English,Asian,"2,600 to 5,200",Midlands & East Anglia,No,,,
Female,45.0,Widowed,GCSE/CSE,English,White,"Under 2,600",Midlands & East Anglia,No,,,
Female,24.0,Single,GCSE/O Level,English,White,"5,200 to 10,400",Midlands & East Anglia,Yes,18.0,10.0,Packets
Male,77.0,Divorced,No Qualification,English,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
Female,78.0,Married,Higher/Sub Degree,Welsh,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
Male,25.0,Single,Degree,Scottish,White,Refused,Midlands & East Anglia,No,,,
Male,36.0,Married,GCSE/CSE,British,White,"15,600 to 20,800",Midlands & East Anglia,No,,,
Male,17.0,Single,GCSE/O Level,English,White,Refused,Midlands & East Anglia,No,,,
Male,55.0,Married,GCSE/O Level,British,White,"28,600 to 36,400",Midlands & East Anglia,No,,,
Female,70.0,Married,Other/Sub Degree,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Female,43.0,Single,GCSE/O Level,English,White,"20,800 to 28,600",Midlands & East Anglia,Yes,15.0,8.0,Hand-Rolled
Female,59.0,Divorced,No Qualification,British,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
Female,32.0,Married,Other/Sub Degree,British,White,"Under 2,600",Midlands & East Anglia,No,,,
Female,34.0,Married,Degree,British,White,"Under 2,600",Midlands & East Anglia,No,,,
Male,58.0,Single,Degree,British,White,"28,600 to 36,400",Midlands & East Anglia,No,,,
Male,44.0,Married,GCSE/O Level,British,White,"Above 36,400",Midlands & East Anglia,No,,,
Male,64.0,Married,No Qualification,British,White,Refused,Midlands & East Anglia,Yes,0.0,0.0,Packets
Female,34.0,Married,GCSE/CSE,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Male,32.0,Single,GCSE/CSE,English,White,Refused,Midlands & East Anglia,No,,,
Male,38.0,Married,Degree,British,White,"Above 36,400",Midlands & East Anglia,No,,,
Male,28.0,Single,GCSE/CSE,British,White,"28,600 to 36,400",Midlands & East Anglia,No,,,
Male,42.0,Married,GCSE/CSE,English,White,"20,800 to 28,600",Midlands & East Anglia,No,,,
Female,34.0,Single,Degree,Other,White,"20,800 to 28,600",Midlands & East Anglia,No,,,
Male,23.0,Single,ONC/BTEC,English,White,"5,200 to 10,400",Midlands & East Anglia,Yes,15.0,5.0,Both/Mainly Packets
Male,55.0,Separated,Degree,British,White,"15,600 to 20,800",Midlands & East Anglia,No,,,
Male,65.0,Married,Other/Sub Degree,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Female,62.0,Married,GCSE/O Level,English,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
Female,66.0,Married,Higher/Sub Degree,English,White,"15,600 to 20,800",Midlands & East Anglia,No,,,
Female,73.0,Married,No Qualification,English,White,"Under 2,600",Midlands & East Anglia,No,,,
Male,34.0,Single,Other/Sub Degree,English,White,"20,800 to 28,600",Midlands & East Anglia,No,,,
Female,33.0,Married,Degree,English,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
Male,76.0,Widowed,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Female,55.0,Married,No Qualification,English,White,"2,600 to 5,200",Midlands & East Anglia,Yes,1.0,0.0,Packets
Female,39.0,Married,Degree,English,White,"Under 2,600",Midlands & East Anglia,No,,,
Female,26.0,Single,Degree,British,Asian,"15,600 to 20,800",Midlands & East Anglia,No,,,
Male,61.0,Married,GCSE/O Level,English,White,"15,600 to 20,800",Midlands & East Anglia,Yes,25.0,25.0,Packets
Female,78.0,Married,Other/Sub Degree,English,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
Male,42.0,Married,Degree,English,White,"Above 36,400",Midlands & East Anglia,No,,,
Female,72.0,Married,No Qualification,English,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
Male,62.0,Widowed,No Qualification,English,White,"20,800 to 28,600",Midlands & East Anglia,Yes,30.0,30.0,Both/Mainly Packets
Female,46.0,Married,GCSE/O Level,British,White,"10,400 to 15,600",Midlands & East Anglia,Yes,20.0,20.0,Packets
Male,24.0,Single,A Levels,British,White,"15,600 to 20,800",Midlands & East Anglia,No,,,
Male,27.0,Single,Degree,British,Black,"10,400 to 15,600",Midlands & East Anglia,Yes,6.0,4.0,Both/Mainly Packets
Female,64.0,Married,GCSE/O Level,British,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Male,86.0,Married,Degree,English,White,"28,600 to 36,400",Midlands & East Anglia,No,,,
Female,46.0,Married,Degree,British,White,"20,800 to 28,600",Midlands & East Anglia,No,,,
Male,20.0,Single,ONC/BTEC,British,White,"10,400 to 15,600",Midlands & East Anglia,Yes,20.0,15.0,Both/Mainly Packets
Male,35.0,Divorced,Higher/Sub Degree,Other,White,"28,600 to 36,400",Midlands & East Anglia,No,,,
Female,46.0,Married,Higher/Sub Degree,Irish,White,,Midlands & East Anglia,Yes,30.0,30.0,Packets
Female,39.0,Married,Higher/Sub Degree,Irish,White,"Under 2,600",Midlands & East Anglia,No,,,
Female,28.0,Married,GCSE/O Level,English,White,"Above 36,400",Midlands & East Anglia,No,,,
Female,33.0,Married,Higher/Sub Degree,Refused,Refused,Refused,Midlands & East Anglia,No,,,
Female,39.0,Divorced,GCSE/O Level,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Male,45.0,Divorced,GCSE/CSE,British,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
Female,37.0,Separated,Higher/Sub Degree,British,White,"20,800 to 28,600",Midlands & East Anglia,No,,,
Male,29.0,Married,ONC/BTEC,English,White,"15,600 to 20,800",Midlands & East Anglia,Yes,10.0,5.0,Packets
Male,76.0,Widowed,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Male,26.0,Married,Degree,English,White,"20,800 to 28,600",Midlands & East Anglia,No,,,
Female,47.0,Divorced,Degree,English,White,"20,800 to 28,600",Midlands & East Anglia,Yes,20.0,10.0,Packets
Male,72.0,Divorced,No Qualification,English,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
Female,72.0,Married,No Qualification,English,White,"Under 2,600",Midlands & East Anglia,No,,,
Female,,Widowed,No Qualification,English,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
Female,69.0,Married,No Qualification,English,White,"Under 2,600",Midlands & East Anglia,No,,,
Female,61.0,Married,A Levels,English,White,Unknown,Midlands & East Anglia,No,,,
Female,63.0,Married,No Qualification,English,White,Refused,Midlands & East Anglia,No,,,
Male,16.0,Single,No Qualification,British,White,Refused,Midlands & East Anglia,No,,,
Male,61.0,Divorced,No Qualification,English,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
Male,18.0,Single,GCSE/O Level,English,White,"Under 2,600",Midlands & East Anglia,No,,,
Male,76.0,Single,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Male,65.0,Married,GCSE/O Level,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Female,52.0,Married,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Male,64.0,Widowed,No Qualification,English,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
Female,42.0,Married,GCSE/CSE,British,White,"Under 2,600",Midlands & East Anglia,No,,,
Male,40.0,Married,Degree,Other,White,"Above 36,400",London,No,,,
Female,,Married,Other/Sub Degree,English,Mixed,"20,800 to 28,600",London,No,,,
Male,40.0,Married,Degree,Welsh,White,"Above 36,400",London,No,,,
Male,48.0,Married,GCSE/O Level,British,White,"28,600 to 36,400",London,No,,,
Male,35.0,Separated,Degree,Other,White,"20,800 to 28,600",London,No,,,
Female,30.0,Single,Degree,British,Black,"5,200 to 10,400",London,Yes,3.0,3.0,Packets
Female,26.0,Single,Degree,British,White,,London,No,,,
Male,81.0,Widowed,No Qualification,English,White,"5,200 to 10,400",London,No,,,
Male,77.0,Divorced,A Levels,English,White,"10,400 to 15,600",London,No,,,
Female,25.0,Single,Degree,British,White,"15,600 to 20,800",London,No,,,
Female,66.0,Married,No Qualification,British,Asian,"Under 2,600",London,No,,,
Male,18.0,Single,A Levels,British,White,"5,200 to 10,400",London,Yes,15.0,15.0,Packets
Male,43.0,Married,GCSE/O Level,British,Black,"15,600 to 20,800",London,No,,,
Male,49.0,Divorced,Other/Sub Degree,English,White,"5,200 to 10,400",London,Yes,20.0,6.0,Both/Mainly Packets
Male,29.0,Married,Degree,English,White,"Above 36,400",London,No,,,
Female,,Single,No Qualification,English,White,"5,200 to 10,400",London,No,,,
Female,75.0,Widowed,Other/Sub Degree,English,White,"Under 2,600",London,Yes,25.0,25.0,Packets
Male,40.0,Married,No Qualification,Other,Chinese,"20,800 to 28,600",London,No,,,
Female,64.0,Single,Higher/Sub Degree,Irish,White,"5,200 to 10,400",London,No,,,
Male,66.0,Single,Degree,British,Chinese,Refused,London,No,,,
Female,34.0,Single,Degree,British,White,"5,200 to 10,400",London,No,,,
Female,76.0,Divorced,Degree,British,White,"28,600 to 36,400",London,No,,,
Male,30.0,Married,Degree,English,White,"Above 36,400",London,Yes,1.0,0.0,Packets
Male,55.0,Married,Degree,Other,Mixed,"Above 36,400",London,No,,,
Female,49.0,Single,GCSE/O Level,English,White,"5,200 to 10,400",London,No,,,
Male,38.0,Separated,Degree,English,Chinese,"10,400 to 15,600",London,No,,,
Male,23.0,Single,A Levels,Other,Refused,Refused,London,Yes,10.0,10.0,Packets
Male,77.0,Married,Degree,Welsh,White,"15,600 to 20,800",London,No,,,
Male,46.0,Single,Degree,Other,White,"10,400 to 15,600",London,Yes,8.0,8.0,Hand-Rolled
Female,26.0,Separated,Higher/Sub Degree,British,White,"Under 2,600",London,No,,,
Female,26.0,Single,Degree,Other,White,"28,600 to 36,400",London,Yes,10.0,8.0,Packets
Male,45.0,Single,Degree,Irish,White,"Above 36,400",London,Yes,7.0,2.0,Packets
Female,45.0,Single,No Qualification,Other,Black,"2,600 to 5,200",London,No,,,
Female,61.0,Married,No Qualification,English,White,Refused,London,No,,,
